Unnamed: 0,volume,volume_weighted_average_price,open,close,high,low,time,number_transactions,macd,macd_signal,macd_diff,rsi,rsi_perc,stoch_k,stoch_k_signal,stoch_k_signal_perc,williams_r,williams_r_perc,stoch_rsi
37,45710.256761309975,2823.9412,2804.36,2864.97,2882.84,2770.72,1632488400000,58163,-66.64297750652577,-35.551553170072765,-31.091424336453002,30.217624168859317,0.06390168970814132,31.057877738794968,23.67828238001552,0.1766874935982792,-68.94212226120503,0.28038914490527395,0.3663863822805578
38,49705.943322059975,2904.2111,2864.65,2900.04,2944.77,2859.71,1632492000000,53636,-65.58553691666611,-41.55834991939143,-24.027186997274683,36.028560706095405,0.141321044546851,41.260758998434994,29.950523994002655,0.25535183857420873,-58.739241001565006,0.3905785970302099,0.5536300246103364
39,29971.54961062999,2880.5322,2900.04,2879.23,2907.37,2844.67,1632495600000,34991,-65.66970127598779,-46.38062019071071,-19.289081085277083,34.20822328560244,0.11254480286738351,37.98336157756889,36.76733277159962,0.3301239373143501,-62.01663842243111,0.3570916538658474,0.5125102543068089
40,18741.250335359982,2895.084,2879.27,2908.65,2918.98,2868.25,1632499200000,27971,-62.64037476233989,-49.63257110503655,-13.007803657303342,38.907672159080235,0.19365079365079366,45.537410773892034,41.59384378329864,0.38676636279832016,-54.46258922610798,0.4343061955965182,0.6319729286300246
41,16680.169716099994,2882.828,2908.21,2884.3,2909.0,2864.22,1632502800000,26075,-61.49557051646343,-52.005170987321925,-9.490399529141506,36.578799496563846,0.1506400409626216,39.285164073332304,40.93531214159774,0.3793915804568268,-60.714835926667696,0.37060931899641575,0.5710623461853979
42,11466.82204252,2898.9531,2881.56,2895.08,2912.74,2878.57,1632506400000,20525,-59.037896870646364,-53.41171616398682,-5.626180706659547,38.33846179124916,0.18310291858678956,42.0530991629435,42.29189133672261,0.3944484277373758,-57.9469008370565,0.3992831541218638,0.6170016406890895
43,11965.081976359994,2902.0639,2895.06,2904.9,2924.58,2886.92,1632510000000,19088,-55.656210716565965,-53.860615074502654,-1.7955956420633115,39.97235469912662,0.21597542242703532,44.57453910542801,41.97093411390127,0.3911707466967121,-55.425460894572005,0.425089605734767,0.6575061525840853
44,19739.903432840005,2929.7603,2905.05,2946.39,2954.41,2902.05,1632513600000,26067,-49.0627391062003,-52.901039880842184,3.838300774641887,46.4309730390248,0.39150025601638505,55.22775124531395,47.28512983789515,0.447096179453037,-44.77224875468607,0.5350742447516641,0.8400328137817884
45,14574.679022379998,2967.0058,2946.39,2960.76,2984.0,2938.84,1632517200000,19500,-42.19146945014472,-50.7591257947027,8.567656344557975,48.497836573560335,0.4543778801843318,59.84403932921267,53.21544322665154,0.5116255249411041,-40.15596067078733,0.5823860727086534,0.867616899097621
46,9349.702622349996,2958.0004,2960.44,2959.75,2970.3,2945.51,1632520800000,17945,-36.40775140679489,-47.88885091712113,11.481099510326246,48.35661429308357,0.4499743983614951,68.73570826814299,61.26916628088986,0.6037078766772509,-31.26429173185701,0.6770097286226319,0.8650533223954061
47,9651.657820499991,2933.8733,2960.09,2930.61,2964.54,2907.89,1632524400000,16132,-33.78600363600208,-45.068281460897325,11.282277824895246,44.344498494243105,0.3264720942140297,78.87218045112785,69.15064268282784,0.6946635255556693,-21.127819548872147,0.7954941116231439,0.7595365053322395
48,8232.507935679998,2936.3209,2931.8,2946.05,2958.49,2913.44,1632528000000,16319,-30.115221153061157,-42.07766939933009,11.962448246268934,46.86031510403534,0.4028673835125448,84.98219232291261,77.53002701406115,0.8055925432756325,-15.017807677087394,0.8709677419354839,0.8279327317473338
49,11978.139665449997,2907.8379,2946.05,2913.62,2950.6,2874.17,1632531600000,19434,-29.48306711482519,-39.55874894242911,10.075681827603923,42.51340094289662,0.27373271889400924,67.00112528132031,76.95183268512027,0.7984226159991806,-32.99887471867969,0.6581669226830518,0.7066242821985234
50,6989.657534079999,2916.3268,2913.24,2899.26,2933.3,2896.15,1632535200000,14280,-29.797327431138,-37.60646464017089,7.80913720903289,40.712476251515426,0.23123399897593447,60.26819204801214,70.75050321741502,0.7148417494622554,-39.73180795198786,0.5856630824372759,0.543785890073831
51,5631.803170699998,2914.4513,2899.18,2914.73,2930.9,2896.26,1632538800000,13527,-28.469898021626705,-35.779151316462055,7.309253294835351,43.489742688831484,0.3008704557091654,50.2834996052537,59.18427231152872,0.5785107036771484,-49.7165003947463,0.4831541218637993,0.59649302707137
52,4358.406700499998,2935.1275,2914.2,2931.25,2947.03,2914.2,1632542400000,10940,-25.787611184868183,-33.78084329014328,7.993232105275098,46.37841509726829,0.38934971838197646,62.14024258953562,57.56397808093382,0.5598688927583735,-37.85975741046438,0.603584229390681,0.7531788351107465
53,4143.711464329999,2923.7862,2931.26,2910.17,2945.14406934,2906.47,1632546000000,10696,-25.0738239345892,-32.03943941903246,6.965615484443262,43.33438532301796,0.2960573476702509,38.36199699449006,50.261913063093125,0.4793608521970706,-61.63800300550994,0.3608806963645673,0.5377358490566038
54,2856.6036087600005,2924.2296,2909.98,2933.01,2939.0,2906.9,1632549600000,8376,-22.40685302414704,-30.112922140055378,7.706069115908338,47.365401004944395,0.41935483870967744,57.430288862915596,52.64417614898043,0.5054798729898596,-42.569711137084404,0.555657962109575,0.793785890073831
55,4783.655350169999,2907.3207,2932.99,2889.24,2934.74,2885.0,1632553200000,11173,-23.553621079793174,-28.801061928002937,5.247440848209763,41.301819758515535,0.24372759856630824,13.72120549940792,36.504497118937856,0.327768104066373,-86.27879450059208,0.08612391193036355,0.33993027071369974
56,25284.174612889987,2853.9442,2889.04,2908.59,2923.7,2800.0,1632556800000,32408,-22.640079002823313,-27.568865342967015,4.928786340143702,44.67382129553517,0.336610343061956,59.016304347826164,43.38926623671656,0.4048960360544914,-40.983695652173836,0.5721454173067076,0.5289171452009844
57,17781.448723129994,2927.3028,2908.74,2940.93,2953.03,2887.55,1632560400000,19253,-19.08650525017947,-25.872393324409508,6.785888074230037,49.8583088202281,0.4953405017921147,76.59239130434774,49.77663371719394,0.474034620505992,-23.407608695652264,0.7695852534562212,0.867616899097621
58,8077.168156199995,2951.8105,2940.93,2941.28,2969.63,2934.45,1632564000000,11413,-16.05693601092571,-23.909301861712752,7.8523658507870415,49.913012027068916,0.49810547875064004,76.78260869565229,70.79710144927539,0.7153538871248591,-23.217391304347718,0.7711213517665131,0.867616899097621
59,6113.103248759998,2912.7428,2941.28,2914.78,2941.28,2893.17,1632567600000,12934,-15.614316965802573,-22.250304882530717,6.635987916728144,45.8356461870648,0.37112135176651306,67.39870816206698,73.59123605402233,0.7503841032469528,-32.60129183793301,0.6617511520737327,0.5321985233798195
60,7537.040252740001,2910.6622,2914.31,2908.0,2926.24,2900.0,1632571200000,13299,-15.630449429414966,-20.926333791907567,5.2958843624926,44.82669279702283,0.34121863799283153,63.667983257678436,69.2831000384659,0.6970193588036464,-36.332016742321564,0.6204813108038915,0.45693191140278916
61,7628.626419969997,2915.8619,2905.76,2907.1,2947.7,2894.02,1632574800000,15758,-15.536758915955488,-19.848418816717153,4.311659900761665,44.68607591513361,0.33732718894009217,63.137416730531065,64.73470271675883,0.6442691795554645,-36.862583269468935,0.6142345110087045,0.44636997538966366
62,12456.29064701,2883.0997,2905.33,2874.0,2918.6,2855.4,1632578400000,21579,-17.92675342631128,-19.46408573863598,1.5373323123247005,39.74771224166016,0.2105478750640041,43.62435889877967,56.80991962899639,0.5512649800266312,-56.37564110122033,0.4155657962109575,0.0
63,16464.453961089966,2908.5311,2874.09,2925.9,2947.14,2845.26,1632582000000,24412,-15.454791821303843,-18.662226955169555,3.2074351338657117,49.223175189804834,0.4759856630824373,74.2203619642752,60.32737919786198,0.5926457031650108,-25.77963803572481,0.7421402969790066,0.8171657095980311
64,20800.450998060023,2886.7017,2923.79,2901.38,2933.83,2850.91,1632585600000,29260,-15.297958178392037,-17.989373199814054,2.691415021422017,45.57643332247419,0.36292882744495647,59.76537169132821,59.20336418479436,0.5787155587421899,-40.23462830867179,0.5812596006144394,0.5426579163248565
65,12417.204031610006,2897.7647,2903.0,2900.55,2914.7,2886.89,1632589200000,18976,-15.066957937609914,-17.404890147373226,2.337932209763313,45.45367619371621,0.35893497183819767,59.276071449625725,64.42060170174305,0.6401720782546348,-40.723928550374275,0.5752176139272913,0.5344544708777687
66,6814.071069939998,2899.5035,2900.54,2899.96,2917.98,2886.24,1632592800000,13810,-14.761337145685502,-16.876179547035683,2.114842401350181,45.36014866518866,0.35576036866359445,58.9282556151624,59.32323291870545,0.5801495441974803,-41.0717443848376,0.571121351766513,0.5291222313371616
67,9391.491723329997,2913.9573,2899.95,2919.51,2930.76,2890.88,1632596400000,14547,-12.79412613040904,-16.059768863710353,3.2656427333013127,49.09770094423579,0.4720942140296979,70.4533396215293,62.885888895439145,0.622656970193588,-29.546660378470705,0.695852534562212,0.8068088597210828
68,8259.978994189996,2921.2476,2918.6,2922.7,2942.8,2902.45,1632600000000,14096,-10.852588997296152,-15.018332890427512,4.16574389313136,49.70228216327562,0.4916538658474142,72.33390320108457,67.23849947925875,0.6723343234661477,-27.66609679891544,0.7181771633384536,0.8534659557013946
69,7733.349397369999,2912.351,2922.67,2915.87,2927.0,2895.99,1632603600000,12646,-9.752608747737213,-13.965188061889453,4.21257931415224,48.37740822977258,0.45089605734767024,68.30749277839993,70.36491186700461,0.7103349380313428,-31.69250722160006,0.6720942140296979,0.7511279737489746
70,10271.699100239995,2931.9247,2915.66,2935.6,2944.0,2912.87,1632607200000,14179,-7.20575688557301,-12.613301826626165,5.407544941053155,52.330441080282306,0.5710189452124936,72.63809600385926,71.09316399444792,0.7193485608931681,-27.361903996140732,0.7228878648233487,0.867616899097621
71,8858.793509519997,2929.2564,2935.61,2924.01,2948.25,2909.6,1632610800000,14783,-6.052801644440933,-11.30120179018912,5.248400145748187,49.912525160794864,0.4980030721966206,63.3191284071722,68.0882390631438,0.6828843593157841,-36.6808715928278,0.6159754224270353,0.714622641509434
72,10414.62919611999,2899.6066,2923.91,2898.48,2933.96,2875.42,1632614400000,16702,-7.117092533645518,-10.464379938880402,3.3472874052348836,44.982159164634716,0.34644137224782384,51.67491989513537,62.544048102055605,0.6191744340878829,-48.32508010486463,0.49851510496671786,0.43580803937653817
73,7249.87186358,2882.6996,2896.39,2877.65,2905.7,2863.55,1632618000000,14781,-9.531484625943904,-10.277800876293103,0.7463162503491994,41.3897518006287,0.24587813620071686,31.449655306340365,48.814567869549315,0.46256273686366894,-68.55034469365964,0.286226318484383,0.2093929450369155
74,13720.586683579995,2859.9712,2877.64,2858.47,2880.28,2844.69,1632621600000,21016,-12.844509944685342,-10.79114268997155,-2.053367254713791,38.35248589427782,0.18361495135688685,13.306295867129927,32.143623689535225,0.2818805694970808,-86.69370413287007,0.08161802355350742,0.0
75,6138.536818309999,2865.7857,2858.47,2868.4,2886.49,2844.01,1632625200000,13517,-14.501672118118677,-11.533248575600977,-2.9684235425176997,40.7756113952109,0.23348694316436253,23.39792785878734,22.717959677419216,0.16521560995595616,-76.60207214121266,0.19487967229902714,0.2427194421657096
76,10060.003334179992,2843.2527,2868.3,2849.4,2868.67,2820.0,1632628800000,15849,-17.150426845245875,-12.656684229529958,-4.493742615715917,37.720501522257564,0.1729646697388633,22.923976608187207,19.87606677803483,0.1263955751305951,-77.0760233918128,0.18986175115207374,0.0
77,4787.884466860001,2848.6383,2849.07,2840.97,2867.94,2831.5,1632632400000,10909,-19.70269420302111,-14.06588622422819,-5.63680797879292,36.41677502517844,0.14767025089605734,16.3508771929823,20.89092721998562,0.13878930656560484,-83.6491228070177,0.1123399897593446,0.0
78,6669.032492729999,2833.2908,2841.04,2817.41,2850.4,2815.42,1632636000000,13282,-23.35723194255388,-15.92415536789333,-7.43307657466055,32.9854357989269,0.09503328213005632,1.498155537152588,13.591003112774038,0.05336474444330636,-98.50184446284742,0.0022529441884280594,0.0
79,33713.39457058001,2781.1421,2817.02,2774.26,2837.56,2741.65,1632639600000,39278,-29.39645972204471,-18.618616238723607,-10.777843483321103,27.815960844908815,0.044137224782386075,15.784123910939082,11.211052213691326,0.030216122093618764,-84.21587608906091,0.10752688172043011,0.0
80,16683.007854819993,2772.1248,2777.0,2787.85,2803.51,2740.62,1632643200000,26980,-32.708943484072734,-21.436681687793435,-11.272261796279299,31.45927198968704,0.07629288274449565,22.747194528728986,13.343157992273555,0.05029191846768411,-77.25280547127102,0.1878136200716846,0.2240566037735849
81,35985.02950460997,2922.1769,2787.85,2983.9,3033.0,2781.34,1632646800000,43629,-19.292126562766498,-21.00777066278805,1.715644100021553,61.58307330647755,0.8226318484383001,83.2067856898557,40.57936804317459,0.37437263136331045,-16.793214310144297,0.8483358934971839,0.867616899097621
82,15422.594043429986,2971.3277,2984.9,2953.74,3011.86,2931.38,1632650400000,20698,-10.966448045357993,-18.99950613930204,8.033058093944046,57.403350531990036,0.7212493599590374,72.89144264313558,59.61514095390677,0.5840417904332684,-27.10855735686442,0.7254480286738352,0.7709187858900738
83,6662.768321009999,2970.3196,2953.74,2975.39,2987.9,2953.67,1632654000000,12386,-2.591441252000095,-15.717893161841651,13.126451909841556,59.526906753223955,0.7759344598054275,80.29618988986932,78.79813940762021,0.8219809484789511,-19.70381011013069,0.8113671274961598,0.8216776045939295
84,12447.741385389993,3006.8622,2975.49,3013.12,3035.1,2974.6,1632657600000,17996,7.009506420881735,-11.172413245296974,18.181919666178707,62.98968508820704,0.8492575524833589,92.53599565335506,81.90787606212,0.8652053672027041,-7.4640043466449395,0.9553507424475166,0.867616899097621
85,12427.46752443,2997.9306,3013.68,3004.48,3022.15428989,2983.14,1632661200000,14914,13.762505236719335,-6.185429548893713,19.947934785613047,61.68810368509008,0.824167946748592,89.60201032328176,87.4780652888354,0.9309638430810202,-10.397989676718245,0.9255504352278546,0.8421862182116489
86,10557.00250709999,3013.4785,3004.2,3031.56,3044.6,2992.27,1632664800000,16570,21.0567065284813,-0.7370023334187099,21.793708861900008,64.1859995728735,0.8728110599078341,95.71024409500627,92.61608335721438,0.984533442589368,-4.289755904993737,0.9823860727086533,0.867616899097621
87,10758.162933159998,3036.8105,3033.79,3054.6,3059.1,3018.59,1632668400000,16723,28.36952285076177,5.084302703417386,23.285220147344383,66.20489130748291,0.9023041474654377,98.58703843255464,94.63309761694757,0.9953907610365667,-1.4129615674453655,0.9967229902713773,0.867616899097621
88,12372.378832659995,3055.6882,3054.8,3038.3,3076.65,3030.12,1632672000000,18954,32.47535304228359,10.562512771190626,21.91284027109296,63.47856936487991,0.8583717357910906,88.58732851233525,94.29487034663207,0.9939567755812763,-11.412671487664758,0.9135688684075781,0.8139868744872847
89,5403.983968839999,3048.2685,3037.55,3038.51,3060.94,3032.23,1632675600000,11682,35.3388342117978,15.517777059312062,19.821057152485743,63.499424026780645,0.8593958013312852,88.64982293247631,91.94139662578874,0.978182935573082,-11.350177067523688,0.9145929339477726,0.8146021328958163
90,6252.342282750004,3052.6433,3038.51,3043.62,3065.66,3038.05,1632679200000,11724,37.587215934786855,19.931664834407023,17.65555110037983,64.03755851818613,0.8695340501792115,90.17052048924198,89.13589064468452,0.9524736249103759,-9.829479510758022,0.9307731694828469,0.8269073010664479
91,6572.251001939999,3052.7434,3043.7,3058.65,3072.91,3039.34,1632682800000,12539,40.119398584595274,23.969211584444672,16.150187000150602,65.64206306873892,0.8952380952380953,94.64333541648068,91.154559612733,0.9717300010242753,-5.356664583519326,0.9745007680491552,0.8578753076292043
92,11214.69546034999,3082.0713,3059.31,3090.7,3102.0,3059.15876208,1632686400000,18077,44.202796403282264,28.01592854821219,16.186867855070073,68.83514880086717,0.9329237071172555,96.87309757042443,93.8956511587157,0.9911912322032163,-3.1269024295755656,0.9888376856118791,0.867616899097621
93,5949.981707440001,3076.3536,3090.7,3087.32,3093.4,3066.06,1632690000000,10912,46.628674507344385,31.738477740038633,14.890196767305753,68.1161847664621,0.9251408090117768,95.93779401184354,95.81807566624956,0.9984635870121888,-4.062205988156465,0.9834101382488479,0.8549015586546349
94,12705.24816043,3075.1263,3088.6,3020.53,3117.8,3017.39,1632693600000,20761,42.669933141497495,33.92476882033041,8.745164321167088,55.72935070026344,0.6730158730158731,71.09017416631993,87.96702191619597,0.9378264877599098,-28.909825833680074,0.7029185867895545,0.0
95,11074.761903289997,3039.4297,3020.9,3060.71,3069.02,3012.21,1632697200000,20173,42.287330269206905,35.597281110105705,6.6900491591012,60.3952989407463,0.7978494623655914,69.37560347602182,78.80119055139511,0.8221858035439926,-30.62439652397818,0.6849974398361495,0.391304347826087
96,14875.794373969986,3085.5876,3059.92,3137.39,3147.3,3028.76,1632700800000,23857,47.62258636334718,38.002342160754004,9.620244202593177,67.44670646386385,0.916231438812084,94.88199142694813,78.44925635642996,0.8174741370480385,-5.118008573051854,0.976036866359447,0.7841468416735029
97,17514.4828129,3147.0948,3140.0,3162.65,3165.29,3120.31,1632704400000,23743,53.27496550988599,41.056866830580404,12.218098679305584,69.38072194917967,0.9389656938044035,98.6155540405895,87.6243829811865,0.9322954010037898,-1.3844459594104945,0.9969278033794163,0.867616899097621
98,16223.390594209995,3147.8292,3162.53,3142.01,3168.03,3114.56,1632708000000,20122,55.44984984965413,43.93546343439515,11.514386415258976,65.93377963678924,0.8990271377368152,85.92676726702366,93.14143757818711,0.9876062685649902,-14.07323273297633,0.881515616999488,0.6673502871205906
99,6800.465269669997,3130.9245,3142.4,3132.61,3150.86156371,3109.14,1632711600000,13241,55.77205439107183,46.30278162573049,9.469272765341344,64.36540238980686,0.8756784434203789,79.84751934456075,88.12994688405797,0.9396701833452832,-20.152480655439252,0.8061443932411675,0.5841878589007383
100,6599.065696049996,3130.8962,3132.7,3122.36,3149.34,3115.19,1632715200000,12741,54.57125106151534,47.95647551288746,6.6147755486278825,62.61631792682442,0.8419866871479774,70.69054036709022,78.82160899289154,0.8223906586090342,-29.309459632909782,0.6985151049667179,0.49518047579983593
101,7499.013811759997,3130.4234,3122.59,3132.4,3145.95,3119.25,1632718800000,11999,53.80946781401053,49.127073973112076,4.682393840898456,63.658061694447845,0.8631848438300052,77.13387241689124,75.89064404284741,0.7844924715763597,-22.86612758310876,0.7756272401433691,0.5469647251845775
102,12417.82376536999,3126.4762,3132.69,3093.88,3152.0,3087.28,1632722400000,14881,49.52659526609068,49.2069782317078,0.3196170343828797,57.085401970219685,0.7131592421915003,52.41304068797329,66.74581782398492,0.6669056642425484,-47.58695931202671,0.5065028161802355,0.18837161607875308
103,9996.368417559996,3095.3027,3092.81,3092.47,3111.64,3074.95,1632726000000,12671,45.49418406454561,48.46441939827536,-2.970235333729754,56.8540004094283,0.706810035842294,51.50815042998311,60.35168784494922,0.5931578408276145,-48.49184957001689,0.4965693804403482,0.176681706316653
104,6824.496424409999,3103.6707,3092.32,3111.67,3120.61,3088.0,1632729600000,8875,43.34805923069143,47.44114736475858,-4.093088134067145,59.274865285716245,0.7705069124423963,63.830060326017154,55.91708381465785,0.5415343644371607,-36.169939673982846,0.6219150025601639,0.3134741591468417
105,9637.67505805999,3108.655,3111.75,3092.36,3140.04,3080.61,1632733200000,13904,39.63222855766344,45.87936360333955,-6.24713504567611,55.87904485492031,0.6771121351766513,51.43755615453729,55.591922303512526,0.538256683396497,-48.56244384546271,0.49554531490015363,0.1332034454470878
106,4566.77638392,3104.6895,3092.08,3101.61,3117.64,3087.06,1632736800000,8483,37.007207619448764,44.10493240656139,-7.097724787112625,57.145570538449604,0.7140809011776754,57.373892953407776,57.54716981132074,0.5595616101608112,-42.626107046592224,0.5551459293394777,0.1911402789171452
107,7030.219193769995,3092.5124,3101.49,3094.17,3114.4,3075.03,1632740400000,10219,33.93532844997071,42.07101161524326,-8.135683165272546,55.75913086499571,0.6739375320020481,52.59915286869462,53.80353399221323,0.5194100174126806,-47.40084713130538,0.5081413210445469,0.1287940935192781
108,10130.190874349992,3073.4715,3094.34,3076.14,3102.2,3055.86,1632744000000,15146,29.70356752288717,39.59752279677204,-9.89395527388487,52.438819692399115,0.5749103942652329,41.02810935695018,50.333718393017534,0.4800778449247158,-58.97189064304982,0.3890424987199181,0.0
