,volume,volume_weighted_average_price,open,close,high,low,time,number_transactions
73,7249.87186358,2882.6996,2896.39,2877.65,2905.7,2863.55,1632618000000,14781
74,13720.586683579997,2859.9712,2877.64,2858.47,2880.28,2844.69,1632621600000,21016
75,6138.536818309999,2865.7857,2858.47,2868.4,2886.49,2844.01,1632625200000,13517
76,10060.003334179992,2843.2527,2868.3,2849.4,2868.67,2820.0,1632628800000,15849
77,4787.884466860001,2848.6383,2849.07,2840.97,2867.94,2831.5,1632632400000,10909
78,6669.032492729999,2833.2908,2841.04,2817.41,2850.4,2815.42,1632636000000,13282
79,33713.39457058001,2781.1421,2817.02,2774.26,2837.56,2741.65,1632639600000,39278
80,16683.007854819993,2772.1248,2777.0,2787.85,2803.51,2740.62,1632643200000,26980
81,35985.02950460997,2922.1769,2787.85,2983.9,3033.0,2781.34,1632646800000,43629
82,15422.594043429986,2971.3277,2984.9,2953.74,3011.86,2931.38,1632650400000,20698
83,6662.7683210099985,2970.3196,2953.74,2975.39,2987.9,2953.67,1632654000000,12386
84,12447.741385389993,3006.8622,2975.49,3013.12,3035.1,2974.6,1632657600000,17996
85,12427.46752443,2997.9306,3013.68,3004.48,3022.15428989,2983.14,1632661200000,14914
86,10557.00250709999,3013.4785,3004.2,3031.56,3044.6,2992.27,1632664800000,16570
87,10758.162933159998,3036.8105,3033.79,3054.6,3059.1,3018.59,1632668400000,16723
88,12372.378832659997,3055.6882,3054.8,3038.3,3076.65,3030.12,1632672000000,18954
89,5403.983968839999,3048.2685,3037.55,3038.51,3060.94,3032.23,1632675600000,11682
90,6252.342282750004,3052.6433,3038.51,3043.62,3065.66,3038.05,1632679200000,11724
91,6572.251001939999,3052.7434,3043.7,3058.65,3072.91,3039.34,1632682800000,12539
92,11214.69546034999,3082.0713,3059.31,3090.7,3102.0,3059.15876208,1632686400000,18077
93,5949.981707440001,3076.3536,3090.7,3087.32,3093.4,3066.06,1632690000000,10912
94,12705.248160430001,3075.1263,3088.6,3020.53,3117.8,3017.39,1632693600000,20761
95,11074.761903289997,3039.4297,3020.9,3060.71,3069.02,3012.21,1632697200000,20173
96,14875.794373969986,3085.5876,3059.92,3137.39,3147.3,3028.76,1632700800000,23857
97,17514.4828129,3147.0948,3140.0,3162.65,3165.29,3120.31,1632704400000,23743
98,16223.390594209997,3147.8292,3162.53,3142.01,3168.03,3114.56,1632708000000,20122
99,6800.465269669997,3130.9245,3142.4,3132.61,3150.86156371,3109.14,1632711600000,13241
100,6599.065696049996,3130.8962,3132.7,3122.36,3149.34,3115.19,1632715200000,12741
101,7499.013811759997,3130.4234,3122.59,3132.4,3145.95,3119.25,1632718800000,11999
102,12417.82376536999,3126.4762,3132.69,3093.88,3152.0,3087.28,1632722400000,14881
103,9996.368417559997,3095.3027,3092.81,3092.47,3111.64,3074.95,1632726000000,12671
104,6824.496424409999,3103.6707,3092.32,3111.67,3120.61,3088.0,1632729600000,8875
105,9637.67505805999,3108.655,3111.75,3092.36,3140.04,3080.61,1632733200000,13904
106,4566.77638392,3104.6895,3092.08,3101.61,3117.64,3087.06,1632736800000,8483
107,7030.219193769995,3092.5124,3101.49,3094.17,3114.4,3075.03,1632740400000,10219
108,10130.190874349992,3073.4715,3094.34,3076.14,3102.2,3055.86,1632744000000,15146
109,6959.904943739997,3075.7597,3076.2,3071.37,3094.08,3057.29,1632747600000,12773
110,15185.420319929983,3074.5904,3072.2,3053.5,3129.48,3033.04,1632751200000,22166
111,9162.657396089999,3048.0499,3050.0,3061.3,3065.0,3032.31,1632754800000,13370
112,17836.221604820003,3020.2274,3061.24,3010.48,3063.92,2983.7,1632758400000,25375
113,12844.580648009998,3005.7457,3009.0,3001.0,3030.73,2986.33,1632762000000,19995
114,9351.559760830001,3001.9042,3001.3,2999.6,3021.06,2985.48,1632765600000,17559
115,11612.397032370007,3000.3236,2999.6,2994.61,3011.29,2985.83,1632769200000,16270
116,14509.979581459995,2969.6508,2994.9,2956.9,2995.03,2953.0,1632772800000,23983
117,8242.3491074,2970.3825,2953.66,2997.38,3001.1,2943.17,1632776400000,15858
118,13642.228486459993,3008.0785,2997.25,3004.05,3029.77,2982.62,1632780000000,18231
119,16466.563438339977,2959.6145,3004.17,2926.26,3007.39,2922.5,1632783600000,26880
120,16473.4097735,2929.2529,2927.7,2932.98,2956.39,2905.68,1632787200000,24047
121,12628.81269471999,2923.2792,2933.12,2937.95,2950.28,2896.0,1632790800000,24019
122,7091.796440209998,2945.4853,2938.22,2940.16,2962.01,2922.25,1632794400000,15697
123,7844.952444410001,2942.805,2940.48,2950.0,2955.36,2932.5,1632798000000,13341
124,5286.039908639999,2959.7181,2949.67,2962.32,2971.16,2943.88,1632801600000,11119
125,6060.857456599997,2950.5225,2962.25,2945.03,2968.35,2937.05,1632805200000,12301
126,6169.863099330001,2928.7353,2945.17,2932.35,2949.7,2906.18,1632808800000,15379
127,11105.81311313,2899.3706,2932.08,2894.64,2937.3,2883.46,1632812400000,19784
128,12211.917999839996,2902.7039,2895.09,2908.71,2937.61,2877.4,1632816000000,22675
129,5830.61933678,2913.3793,2908.75,2910.26,2932.9,2890.35,1632819600000,11753
130,6236.923636079998,2902.9988,2910.04,2902.69,2920.2,2887.46,1632823200000,16589
131,8345.65785622,2918.2631,2902.68,2926.41,2942.2,2896.36,1632826800000,15250
132,6634.991300159999,2914.4889,2926.99,2899.99,2936.0,2894.35,1632830400000,13522
133,18740.363824489992,2926.5241,2899.04,2915.63,2959.95,2895.66,1632834000000,31406
134,37083.54320594002,2870.9445,2915.46,2861.83,2920.44,2843.3,1632837600000,44569
135,15717.79263981,2855.4066,2861.31,2844.6,2870.38,2840.0,1632841200000,23560
136,18270.256231159998,2841.4934,2845.13,2821.9,2874.13,2812.29,1632844800000,27224
137,16233.94104237,2820.288,2821.33,2830.76,2839.48,2804.4,1632848400000,24149
138,14101.088418929994,2835.7737,2830.70304203,2837.62,2858.3,2805.56,1632852000000,23196
139,11470.589696250003,2840.345,2837.23,2839.52,2857.9,2819.5,1632855600000,21823
140,17631.520640600014,2869.6456,2839.2,2862.98,2889.7,2836.66,1632859200000,24827
141,5904.7530224799975,2874.3983,2863.3,2883.9,2885.0,2862.09,1632862800000,12926
142,7703.228182559998,2857.4756,2882.9,2835.22,2884.89,2830.96,1632866400000,17170
143,19881.28050069006,2809.2542,2835.36,2805.65,2850.4,2782.6,1632870000000,27779
144,16311.605935039985,2826.2888,2805.64,2845.0,2861.6,2785.06,1632873600000,26968
145,9393.182268289997,2850.2605,2845.13,2852.14,2871.6,2831.18,1632877200000,20585
146,6691.76670813,2868.5081,2852.15,2867.91,2882.7,2851.51,1632880800000,15356
147,13662.992442299997,2868.7085,2867.92,2896.7,2904.21,2849.52,1632884400000,18521
148,8724.868642539992,2912.6201,2896.73,2908.37,2932.32,2890.37,1632888000000,15941
149,5340.26568801,2902.2326,2908.85,2909.99,2918.8,2889.93,1632891600000,12563
150,5071.271267699999,2915.091,2910.29,2929.01,2933.1,2900.95,1632895200000,9015
151,3590.16517839,2923.9099,2929.0,2924.39,2931.4,2915.81,1632898800000,7105
152,5558.67605501,2916.3861,2925.3,2917.66,2929.9,2906.97,1632902400000,11561
153,7081.13733291,2903.8959,2917.99,2910.4,2918.3,2894.51,1632906000000,14857
154,10552.21072672999,2932.5081,2910.39,2928.61,2949.5,2907.03,1632909600000,19228
155,8378.923382430003,2924.8067,2928.6,2934.05,2938.54,2914.21,1632913200000,16152
156,12544.667129659996,2921.7636,2934.0,2911.12,2950.6,2893.3,1632916800000,19997
157,15411.85065566,2908.2843,2910.99,2917.06,2925.7,2892.54,1632920400000,20905
158,8114.617090549999,2921.2388,2917.13,2925.26,2933.2,2911.69,1632924000000,16217
159,26258.124863070007,2881.1221,2925.36,2860.97,2933.5,2849.95,1632927600000,27287
160,14178.586382729987,2851.8396,2860.95,2844.5,2872.6,2837.37,1632931200000,23042
161,12100.932034899994,2832.7575,2843.24,2814.34,2852.18,2812.02,1632934800000,20587
162,18949.880959139984,2819.3495,2815.4,2818.71,2834.39,2800.27,1632938400000,23571
163,14811.328436,2815.045,2818.95,2809.95,2832.6,2803.59,1632942000000,18733
164,20169.599732769995,2801.1331,2809.25,2821.53,2825.1,2781.99,1632945600000,28701
165,10910.67862451,2817.8059,2821.5,2822.07,2834.24,2804.94,1632949200000,15630
166,11406.720578209999,2829.8713,2822.08,2838.0,2845.37,2813.0,1632952800000,16419
167,12601.186150399999,2840.8325,2837.0,2850.14,2854.2,2831.26,1632956400000,14992
168,18415.472589139983,2884.3809,2849.71,2931.53,2937.2,2835.43,1632960000000,25650
169,23320.578439999976,2958.0315,2931.77,2960.54,2991.75500589,2916.14,1632963600000,28612
170,9695.244281169993,2970.3274,2960.53,2989.69,2994.34911157,2956.7,1632967200000,14567
171,16585.415328509986,3001.1102,2990.48,3028.5,3037.49,2971.99,1632970800000,21686
172,13034.388107199999,3031.8416,3029.2,3018.55,3050.6,3015.2,1632974400000,17627
173,7874.604707360001,3027.9868,3020.0,3028.49,3042.6,3018.71,1632978000000,10900
174,6926.00166421,3031.482,3030.3,3021.98,3045.4,3019.66,1632981600000,10447
175,8716.494479789999,3006.3681,3021.58,3002.09,3026.99284989,2993.83,1632985200000,12175
176,9086.46170347,2979.9238,3001.53,2976.3,3025.1,2959.39,1632988800000,13459
177,4643.763120939999,2984.6602,2976.21,2980.4,3025.1,2967.18,1632992400000,9832
178,8427.414196469996,2975.7639,2980.94,2949.9,3006.6,2941.63,1632996000000,13289
179,6100.133466589996,2956.3222,2949.3,2962.62,2967.35,2944.86,1632999600000,12521
180,12793.881188569987,3001.378,2962.63,3008.43,3032.26,2960.02,1633003200000,20233
181,12114.824062709991,2994.3618,3009.33,2973.21,3017.32630237,2967.3,1633006800000,22655
182,9200.457251779993,2970.9301,2974.23,2977.0,2986.62,2952.39,1633010400000,21230
183,11987.109516859995,2992.8918,2979.02,2985.33,3016.7,2968.46,1633014000000,26738
184,10016.200480369997,2976.3355,2985.33,2982.34,2997.34,2963.52,1633017600000,20042
185,8763.937758379996,2991.7275,2983.2,2994.53,3005.46,2975.46,1633021200000,18701
186,15629.561672429987,3020.3526,2995.01,3036.46,3050.0,2990.91,1633024800000,21412
187,11341.582812029996,3018.4055,3037.5576365,2992.39,3044.59,2992.38,1633028400000,18568
188,11333.153194209997,2987.3595,2992.5,2973.17,3017.2,2954.26,1633032000000,17467
189,13615.932644710005,2985.2136,2973.16,3004.83,3011.0,2964.93,1633035600000,15490
190,6531.2929222,3005.7252,3004.63,3004.13,3022.6,2993.84,1633039200000,12774
191,5851.648950759998,3000.0349,3004.0,3000.46,3012.6,2985.0,1633042800000,13619
192,13877.06107117999,3021.0432,3001.14,3022.0,3041.3,2998.24,1633046400000,19225
193,8715.394757709997,3016.0503,3022.0,3022.1,3030.71883555,2998.02,1633050000000,14748
194,6819.989700009997,3001.593,3022.24,2989.09,3029.1,2978.88,1633053600000,13419
195,12269.793925290005,2995.2228,2989.13,3003.13,3011.84,2967.41,1633057200000,15739
196,4257.518937059997,3002.2639,3003.47,3000.01,3018.4,2990.11,1633060800000,10105
197,4269.766304259999,3010.0732,3000.08,3018.04,3020.89,2993.38,1633064400000,9355
198,4580.175190809999,3019.9538,3018.13,3026.54,3029.96,3005.73,1633068000000,9262
199,20588.360418379994,3070.8063,3027.33,3092.79,3098.1,3011.69,1633071600000,22851
200,12890.379092399986,3105.7245,3092.66,3121.0,3124.7,3092.66,1633075200000,17311
201,7952.276710709997,3119.9658,3121.16,3115.66,3137.03,3108.3,1633078800000,13181
202,43744.920225500035,3188.933,3115.0,3206.36,3250.0,3107.05,1633082400000,45528
203,18366.69180660998,3229.5909,3205.74,3236.76,3250.75,3200.27,1633086000000,24896
204,22054.40440483,3249.7264,3237.18,3222.85,3281.5,3209.82,1633089600000,29688
205,14098.64344524,3220.5754,3222.0,3201.1,3235.9,3200.01,1633093200000,21218
206,21201.06656885999,3201.1405,3201.89,3212.4,3232.73,3175.47,1633096800000,26523
207,15804.064748400002,3228.7973,3214.75,3236.1,3242.0,3206.73,1633100400000,20669
208,20441.858866300005,3253.634,3237.0,3278.5,3280.69,3225.02,1633104000000,27265
209,13731.834780570003,3273.8437,3279.78,3278.65,3286.53,3262.5,1633107600000,21940
210,18573.29985190999,3282.6608,3278.6,3295.35,3301.73,3252.86,1633111200000,23604
211,14312.219429739995,3300.4129,3295.49,3299.0,3323.0,3285.6,1633114800000,23692
212,14396.242208100002,3298.2734,3297.5,3292.78,3318.74,3278.14,1633118400000,23072
213,17201.58168318999,3315.7341,3292.59,3326.47,3337.15,3281.53,1633122000000,21891
214,13023.555255739995,3300.3207,3325.53,3288.74,3327.98,3271.14,1633125600000,21061
215,5408.363408520001,3295.3226,3288.51,3311.16,3311.72,3282.1,1633129200000,13792
216,10334.621258239993,3290.8758,3310.2,3295.8,3321.01,3275.28,1633132800000,20459
217,12498.657298359987,3318.2404,3294.64,3297.5,3345.92,3283.66,1633136400000,21244
218,5271.201381929997,3298.1013,3297.0,3292.22,3311.24,3288.41,1633140000000,13575
219,6646.625448329993,3277.7094,3292.11,3268.21,3296.8,3262.2,1633143600000,15031
220,6112.585345169999,3266.7811,3268.01,3273.54,3281.79,3258.94,1633147200000,12773
221,4547.000498389999,3285.0796,3274.02,3281.46,3299.59,3266.68,1633150800000,11676
222,3449.1356580600004,3282.201,3281.51,3284.99,3293.46,3272.98,1633154400000,9715
223,3647.532276329999,3285.9157,3284.73,3281.5,3295.12,3277.73,1633158000000,9523
224,2579.688101340001,3276.9012,3281.38,3286.14,3290.72,3267.0,1633161600000,8066
225,5663.345658319998,3304.9006,3286.47,3301.56,3320.0,3284.28,1633165200000,9621
226,3081.7498143899984,3287.0442,3301.95,3286.22,3301.95844118,3278.73,1633168800000,7573
227,4667.8620844100005,3288.8054,3286.91,3299.0,3302.38,3269.5,1633172400000,8683
228,4873.00709065,3301.0038,3299.45,3302.25,3312.05,3288.88,1633176000000,9510
229,9452.385637329993,3321.3463,3302.14,3318.0,3353.77,3296.43,1633179600000,17186
230,14138.494042179991,3344.3934,3317.16,3369.41,3377.26,3316.0,1633183200000,21948
231,13139.756032400028,3380.6869,3369.0,3388.52,3400.15,3355.84,1633186800000,20356
232,17879.040129319998,3407.9299,3388.51,3436.84,3437.35,3372.86,1633190400000,25652
233,17058.86067333999,3433.5287,3435.1,3430.54,3449.5,3419.89,1633194000000,20418
234,12753.923860009996,3431.4168,3431.1,3441.92,3446.54,3412.35,1633197600000,16730
235,13091.559547369992,3449.4225,3441.5,3468.0,3468.07,3438.73,1633201200000,18283
236,8796.355179889993,3437.4344,3467.2,3427.29,3469.95,3419.61,1633204800000,15565
237,8876.121880639997,3439.0135,3427.29,3447.3,3451.26,3427.29,1633208400000,12494
238,7785.038790230002,3447.7142,3448.1,3425.15,3471.7,3423.6,1633212000000,14161
239,15964.397300720013,3394.3013,3425.14,3387.81,3436.65,3364.86,1633215600000,22443
240,13491.325219489996,3380.4342,3388.7,3367.3,3413.57,3342.52,1633219200000,21029
241,7484.14275601,3379.9012,3367.08,3390.5,3400.15,3360.08,1633222800000,13095
242,8258.035085029996,3412.8305,3389.56,3400.34,3426.79,3385.9,1633226400000,13671
243,5240.2962229099985,3393.576,3400.44,3407.21,3409.9,3382.38,1633230000000,10332
244,3683.960836470001,3401.6542,3406.45,3399.05,3409.7,3394.05,1633233600000,8754
245,5884.509620359999,3414.1406,3399.24,3418.37,3427.96770873,3395.82,1633237200000,9988
246,4214.62638101,3411.1027,3418.38,3413.78,3420.0,3404.27,1633240800000,7939
247,3762.702047929999,3398.8216,3413.79,3393.4,3414.31343572,3390.26,1633244400000,7027
248,5046.736328859997,3402.4447,3394.3,3393.57,3416.7,3390.27,1633248000000,7570
249,5306.717851979999,3383.965,3394.4,3391.97,3395.25,3371.55,1633251600000,9162
250,3595.449900990001,3395.7999,3391.5,3391.93,3408.99,3379.49,1633255200000,7051
251,4526.41712905,3410.6315,3391.5,3415.4,3434.87,3387.57,1633258800000,8569
252,3682.03081789,3415.8059,3415.81,3410.41,3426.78,3404.0502391,1633262400000,7471
253,7079.9736292,3432.1368,3410.58,3439.07460584,3448.8,3405.0,1633266000000,12511
254,4412.28972476,3429.9653,3439.15,3427.78,3442.65,3418.72,1633269600000,9560
255,5950.481570639996,3409.792,3428.57,3406.42,3430.18,3393.65,1633273200000,10255
256,4944.086309889999,3417.5059,3406.78,3422.28,3428.59,3402.96,1633276800000,10492
257,14600.69121600998,3445.8637,3422.2,3465.75,3483.3,3406.01,1633280400000,20787
258,12677.276356339993,3471.3099,3467.9,3467.01,3487.63,3440.98,1633284000000,20856
259,9624.600906349995,3476.1086,3466.78,3469.17,3491.0,3463.97,1633287600000,13715
260,9282.063415429999,3451.6627,3470.0,3423.58,3475.1,3423.58,1633291200000,14631
261,13951.396866870005,3401.9746,3425.5,3393.86,3428.99,3382.61,1633294800000,19526
262,11122.488510919997,3418.4949,3393.98,3409.36,3439.98,3389.6,1633298400000,17315
263,5702.6749123599975,3420.6424,3409.36,3420.07,3440.0,3399.9540853,1633302000000,12939
264,9326.001910569996,3396.2236,3419.66566055,3369.53,3428.24,3352.72,1633305600000,15877
265,7932.8722591999995,3374.9994,3369.6,3376.27,3399.9,3352.36,1633309200000,15601
266,6879.2925327,3365.2426,3376.79,3361.01,3382.33,3351.8,1633312800000,13730
267,8769.862056600003,3344.9334,3361.35,3336.96,3365.66,3325.03,1633316400000,15610
268,9366.755530710003,3342.1339,3337.02,3355.65,3364.42,3323.5,1633320000000,14837
269,3782.5082919699994,3364.5879,3356.5,3366.09,3374.08,3355.66,1633323600000,7898
270,4027.651004710001,3352.1891,3365.52,3347.86,3366.7,3338.85,1633327200000,8298
271,4974.959909209998,3354.3382,3349.8,3378.34,3382.90674666,3336.51,1633330800000,8711
272,6024.4673846000005,3359.7311,3378.4,3350.46,3385.5,3337.33,1633334400000,9564
273,3514.33009354,3350.3829,3350.38,3354.05,3365.27,3338.02,1633338000000,8468
274,4835.703735620002,3343.7569,3354.5,3345.37,3359.6,3328.0,1633341600000,8911
275,9247.715536369995,3317.9859,3345.14,3313.92,3348.63,3292.52,1633345200000,14637
276,11445.812776089999,3330.1002,3313.65,3346.23,3355.36,3296.14,1633348800000,15360
277,13145.682485230005,3371.331,3346.0,3389.42,3398.66,3344.71,1633352400000,19089
278,23395.238588939996,3361.0134,3389.1,3319.69,3426.93682956,3296.88,1633356000000,32278
279,20414.480357449975,3302.3108,3319.1,3324.19,3330.16,3268.4,1633359600000,29022
280,21030.937186059982,3365.5897,3326.61,3363.4,3399.25,3311.70000755,1633363200000,27860
281,16327.371695149992,3379.8691,3363.46,3411.5,3419.41,3334.62,1633366800000,25862
282,11857.008749409995,3417.6886,3412.26,3422.56,3441.3,3392.2,1633370400000,22229
283,14590.618776539999,3412.0072,3422.3,3417.66,3435.0,3393.13,1633374000000,25386
284,9245.12448897,3401.5447,3417.65,3383.39,3425.0,3381.22,1633377600000,21085
285,6694.567887230001,3384.1926,3383.28,3396.95,3399.01,3370.15,1633381200000,16691
286,7549.2282677899975,3380.9625,3396.69,3374.98,3410.0,3355.0,1633384800000,17357
287,6719.484450819998,3390.8374,3373.55,3387.2,3405.98,3371.04,1633388400000,17339
288,9125.639284289995,3398.2686,3386.88,3406.4,3427.59,3364.74,1633392000000,20312
289,5506.20642418,3396.4887,3407.01,3387.97,3415.69,3385.05,1633395600000,14405
290,4808.413898599999,3382.6631,3387.84,3389.66,3393.20222144,3371.41,1633399200000,13363
291,5316.929795580002,3387.0661,3389.3,3388.32,3400.4,3376.35,1633402800000,13070
292,5329.663376449999,3382.5013,3388.32,3369.22,3397.04,3364.77,1633406400000,11326
293,3802.4772605599996,3382.1072,3369.11,3384.4,3391.0,3365.91,1633410000000,9552
294,6355.310406699998,3387.6516,3384.39,3384.31,3396.4,3379.8,1633413600000,11391
295,3530.5556238199997,3394.7204,3385.1,3389.39,3407.7,3381.93,1633417200000,8191
296,6731.469156549998,3398.0807,3389.29,3419.04,3421.46,3381.09,1633420800000,11367
297,11707.649228049984,3420.5259,3418.56,3450.22,3454.58,3383.9,1633424400000,18526
298,12850.066857070002,3454.614,3452.73,3438.22,3476.03,3427.99,1633428000000,16605
299,8284.863305189998,3449.6712,3438.24,3447.27,3461.1,3435.09,1633431600000,13824
300,7730.0078244900005,3448.6352,3447.9,3454.92,3463.51,3435.19,1633435200000,14045
301,7897.242184859998,3452.8943,3454.5,3459.24,3464.98,3435.83,1633438800000,16703
302,19376.67325575,3439.3818,3459.02,3432.05,3471.52,3412.82,1633442400000,29223
303,10118.301877669997,3431.4285,3433.03,3419.01,3449.99,3417.62,1633446000000,20072
304,6762.5689895999985,3425.2424,3419.31,3435.68,3438.68,3407.99,1633449600000,17334
305,6835.704340799997,3434.0538,3435.83,3435.52,3443.25,3422.68,1633453200000,14583
306,11286.423699789997,3452.1345,3435.74180789,3460.01,3462.0,3434.89,1633456800000,18122
307,16123.724562069989,3476.305,3460.01,3492.86,3499.0,3452.85021188,1633460400000,24911
308,25173.362872010006,3511.3496,3490.5,3526.56,3534.83,3489.8,1633464000000,33465
